# Note: 
# this data is download from https://data.geo.admin.ch/ch.meteoschweiz.ogd-smn/mve/ogd-smn_mve_m.csv
# reference_timestamp: UTC+0 time
# rre150m0: monthly total (sum) precipitation with unit mm per month
# processed by: QZ at 2026-04-14 at KIT
station_abbr,reference_timestamp,rre150m0
MVE,1938-11-01T00:00:00,40.8
MVE,1938-12-01T00:00:00,45.2
MVE,1939-01-01T00:00:00,90.3
MVE,1939-02-01T00:00:00,7.3
MVE,1939-03-01T00:00:00,143.5
MVE,1939-04-01T00:00:00,43.8
MVE,1939-05-01T00:00:00,74.5
MVE,1939-06-01T00:00:00,57.4
MVE,1939-07-01T00:00:00,81.1
MVE,1939-08-01T00:00:00,77.6
MVE,1939-09-01T00:00:00,54.7
MVE,1939-10-01T00:00:00,151.3
MVE,1939-11-01T00:00:00,161.5
MVE,1939-12-01T00:00:00,41.9
MVE,1940-01-01T00:00:00,52.1
MVE,1940-02-01T00:00:00,79.5
MVE,1940-03-01T00:00:00,113.5
MVE,1940-04-01T00:00:00,96.8
MVE,1940-05-01T00:00:00,78.9
MVE,1940-06-01T00:00:00,83.1
MVE,1940-07-01T00:00:00,99.9
MVE,1940-08-01T00:00:00,54.5
MVE,1940-09-01T00:00:00,121.2
MVE,1940-10-01T00:00:00,70.2
MVE,1940-11-01T00:00:00,81.9
MVE,1940-12-01T00:00:00,164.1
MVE,1941-01-01T00:00:00,87.1
MVE,1941-02-01T00:00:00,74.4
MVE,1941-03-01T00:00:00,38.1
MVE,1941-04-01T00:00:00,34.5
MVE,1941-05-01T00:00:00,83.4
MVE,1941-06-01T00:00:00,63.1
MVE,1941-07-01T00:00:00,36.3
MVE,1941-08-01T00:00:00,139.4
MVE,1941-09-01T00:00:00,22.4
MVE,1941-10-01T00:00:00,65.2
MVE,1941-11-01T00:00:00,56.9
MVE,1941-12-01T00:00:00,42.1
MVE,1942-01-01T00:00:00,147.9
MVE,1942-02-01T00:00:00,14.9
MVE,1942-03-01T00:00:00,38.1
MVE,1942-04-01T00:00:00,42.4
MVE,1942-05-01T00:00:00,53.3
MVE,1942-06-01T00:00:00,57.9
MVE,1942-07-01T00:00:00,76.5
MVE,1942-08-01T00:00:00,69.5
MVE,1942-09-01T00:00:00,79.7
MVE,1942-10-01T00:00:00,47.6
MVE,1942-11-01T00:00:00,34.5
MVE,1942-12-01T00:00:00,37
MVE,1943-01-01T00:00:00,155.6
MVE,1943-02-01T00:00:00,48
MVE,1943-03-01T00:00:00,26.2
MVE,1943-04-01T00:00:00,58.4
MVE,1943-05-01T00:00:00,56.7
MVE,1943-06-01T00:00:00,72.3
MVE,1943-07-01T00:00:00,47.5
MVE,1943-08-01T00:00:00,45.2
MVE,1943-09-01T00:00:00,55.7
MVE,1943-10-01T00:00:00,0
MVE,1943-11-01T00:00:00,120.6
MVE,1943-12-01T00:00:00,31.9
MVE,1944-01-01T00:00:00,86.1
MVE,1944-02-01T00:00:00,114.5
MVE,1944-03-01T00:00:00,46.2
MVE,1944-04-01T00:00:00,22.2
MVE,1944-05-01T00:00:00,6.1
MVE,1944-06-01T00:00:00,36.9
MVE,1944-07-01T00:00:00,68.2
MVE,1944-08-01T00:00:00,66.4
MVE,1944-09-01T00:00:00,92.6
MVE,1944-10-01T00:00:00,112.2
MVE,1944-11-01T00:00:00,336.2
MVE,1944-12-01T00:00:00,135.2
MVE,1945-01-01T00:00:00,105.2
MVE,1945-02-01T00:00:00,125.4
MVE,1945-03-01T00:00:00,40.9
MVE,1945-04-01T00:00:00,44.3
MVE,1945-05-01T00:00:00,101.1
MVE,1945-06-01T00:00:00,27.8
MVE,1945-07-01T00:00:00,32.4
MVE,1945-08-01T00:00:00,97.1
MVE,1945-09-01T00:00:00,79.1
MVE,1945-10-01T00:00:00,59.1
MVE,1945-11-01T00:00:00,38
MVE,1945-12-01T00:00:00,100.2
MVE,1946-01-01T00:00:00,96.9
MVE,1946-02-01T00:00:00,182.2
MVE,1946-03-01T00:00:00,47.2
MVE,1946-04-01T00:00:00,5.1
MVE,1946-05-01T00:00:00,82.6
MVE,1946-06-01T00:00:00,191.2
MVE,1946-07-01T00:00:00,55.9
MVE,1946-08-01T00:00:00,91.4
MVE,1946-09-01T00:00:00,41.4
MVE,1946-10-01T00:00:00,21.6
MVE,1946-11-01T00:00:00,12.4
MVE,1946-12-01T00:00:00,67.3
MVE,1947-01-01T00:00:00,65.9
MVE,1947-02-01T00:00:00,26.1
MVE,1947-03-01T00:00:00,163.7
MVE,1947-04-01T00:00:00,37.2
MVE,1947-05-01T00:00:00,42.1
MVE,1947-06-01T00:00:00,41.5
MVE,1947-07-01T00:00:00,55.7
MVE,1947-08-01T00:00:00,53.1
MVE,1947-09-01T00:00:00,65
MVE,1947-10-01T00:00:00,12.3
MVE,1947-11-01T00:00:00,121
MVE,1947-12-01T00:00:00,96.8
MVE,1948-01-01T00:00:00,150.3
MVE,1948-02-01T00:00:00,55.4
MVE,1948-03-01T00:00:00,17.1
MVE,1948-04-01T00:00:00,34.2
MVE,1948-05-01T00:00:00,14.1
MVE,1948-06-01T00:00:00,118.1
MVE,1948-07-01T00:00:00,108.3
MVE,1948-08-01T00:00:00,100.2
MVE,1948-09-01T00:00:00,76.5
MVE,1948-10-01T00:00:00,22.6
MVE,1948-11-01T00:00:00,47.9
MVE,1948-12-01T00:00:00,17.7
MVE,1949-01-01T00:00:00,28.7
MVE,1949-02-01T00:00:00,12.6
MVE,1949-03-01T00:00:00,57.2
MVE,1949-04-01T00:00:00,74.9
MVE,1949-05-01T00:00:00,51.3
MVE,1949-06-01T00:00:00,58.1
MVE,1949-07-01T00:00:00,27.8
MVE,1949-08-01T00:00:00,98.1
MVE,1949-09-01T00:00:00,71.2
MVE,1949-10-01T00:00:00,25.3
MVE,1949-11-01T00:00:00,85.6
MVE,1949-12-01T00:00:00,55.6
MVE,1950-01-01T00:00:00,74.7
MVE,1950-02-01T00:00:00,134
MVE,1950-03-01T00:00:00,10.9
MVE,1950-04-01T00:00:00,63.5
MVE,1950-05-01T00:00:00,47.3
MVE,1950-06-01T00:00:00,33.6
MVE,1950-07-01T00:00:00,54
MVE,1950-08-01T00:00:00,89.9
MVE,1950-09-01T00:00:00,84
MVE,1950-10-01T00:00:00,8.7
MVE,1950-11-01T00:00:00,298.7
MVE,1950-12-01T00:00:00,55.5
MVE,1951-01-01T00:00:00,118.6
MVE,1951-02-01T00:00:00,95.1
MVE,1951-03-01T00:00:00,101.8
MVE,1951-04-01T00:00:00,44.7
MVE,1951-05-01T00:00:00,48.5
MVE,1951-06-01T00:00:00,98.8
MVE,1951-07-01T00:00:00,60.3
MVE,1951-08-01T00:00:00,114.4
MVE,1951-09-01T00:00:00,29.5
MVE,1951-10-01T00:00:00,31.3
MVE,1951-11-01T00:00:00,113.3
MVE,1951-12-01T00:00:00,50.4
MVE,1952-01-01T00:00:00,127.5
MVE,1952-02-01T00:00:00,84.8
MVE,1952-03-01T00:00:00,109.5
MVE,1952-04-01T00:00:00,64.7
MVE,1952-05-01T00:00:00,28.3
MVE,1952-06-01T00:00:00,68.3
MVE,1952-07-01T00:00:00,44.9
MVE,1952-08-01T00:00:00,119.7
MVE,1952-09-01T00:00:00,79.8
MVE,1952-10-01T00:00:00,189.4
MVE,1952-11-01T00:00:00,262.6
MVE,1952-12-01T00:00:00,172.4
MVE,1953-01-01T00:00:00,17.5
MVE,1953-02-01T00:00:00,65.5
MVE,1953-03-01T00:00:00,4.6
MVE,1953-04-01T00:00:00,47
MVE,1953-05-01T00:00:00,53
MVE,1953-06-01T00:00:00,112.8
MVE,1953-07-01T00:00:00,86.5
MVE,1953-08-01T00:00:00,32.2
MVE,1953-09-01T00:00:00,45
MVE,1953-10-01T00:00:00,42.7
MVE,1953-11-01T00:00:00,15.1
MVE,1953-12-01T00:00:00,25.8
MVE,1954-01-01T00:00:00,125
MVE,1954-02-01T00:00:00,55.8
MVE,1954-03-01T00:00:00,21.7
MVE,1954-04-01T00:00:00,102.5
MVE,1954-05-01T00:00:00,32
MVE,1954-06-01T00:00:00,49.3
MVE,1954-07-01T00:00:00,50.4
MVE,1954-08-01T00:00:00,175.4
MVE,1954-09-01T00:00:00,144.7
MVE,1954-10-01T00:00:00,56
MVE,1954-11-01T00:00:00,50.8
MVE,1954-12-01T00:00:00,149.8
MVE,1955-01-01T00:00:00,238
MVE,1955-02-01T00:00:00,225.8
MVE,1955-03-01T00:00:00,40.1
MVE,1955-04-01T00:00:00,8.6
MVE,1955-05-01T00:00:00,85.5
MVE,1955-06-01T00:00:00,86
MVE,1955-07-01T00:00:00,66.8
MVE,1955-08-01T00:00:00,116.3
MVE,1955-09-01T00:00:00,14.6
MVE,1955-10-01T00:00:00,24.5
MVE,1955-11-01T00:00:00,10.5
MVE,1955-12-01T00:00:00,149
MVE,1956-01-01T00:00:00,115.5
MVE,1956-02-01T00:00:00,9.9
MVE,1956-03-01T00:00:00,21.3
MVE,1956-04-01T00:00:00,62.3
MVE,1956-05-01T00:00:00,89.7
MVE,1956-06-01T00:00:00,30.2
MVE,1956-07-01T00:00:00,99.4
MVE,1956-08-01T00:00:00,170.2
MVE,1956-09-01T00:00:00,50.4
MVE,1956-10-01T00:00:00,53.3
MVE,1956-11-01T00:00:00,31.2
MVE,1956-12-01T00:00:00,6.9
MVE,1957-01-01T00:00:00,13.1
MVE,1957-02-01T00:00:00,210.3
MVE,1957-03-01T00:00:00,8.4
MVE,1957-04-01T00:00:00,7.4
MVE,1957-05-01T00:00:00,66.2
MVE,1957-06-01T00:00:00,106.7
MVE,1957-07-01T00:00:00,76
MVE,1957-08-01T00:00:00,93.4
MVE,1957-09-01T00:00:00,68
MVE,1957-10-01T00:00:00,18.9
MVE,1957-11-01T00:00:00,23
MVE,1957-12-01T00:00:00,46.3
MVE,1958-01-01T00:00:00,105.7
MVE,1958-02-01T00:00:00,212
MVE,1958-03-01T00:00:00,62.7
MVE,1958-04-01T00:00:00,28.5
MVE,1958-05-01T00:00:00,90.7
MVE,1958-06-01T00:00:00,87.8
MVE,1958-07-01T00:00:00,71.6
MVE,1958-08-01T00:00:00,84.6
MVE,1958-09-01T00:00:00,65.6
MVE,1958-10-01T00:00:00,82.2
MVE,1958-11-01T00:00:00,68.6
MVE,1958-12-01T00:00:00,99.6
MVE,1959-01-01T00:00:00,146.6
MVE,1959-02-01T00:00:00,2.8
MVE,1959-03-01T00:00:00,25.1
MVE,1959-04-01T00:00:00,59.8
MVE,1959-05-01T00:00:00,28.5
MVE,1959-06-01T00:00:00,88.8
MVE,1959-07-01T00:00:00,75.7
MVE,1959-08-01T00:00:00,70.6
MVE,1959-09-01T00:00:00,17.1
MVE,1959-10-01T00:00:00,45.8
MVE,1959-11-01T00:00:00,23.8
MVE,1959-12-01T00:00:00,161.1
MVE,1960-01-01T00:00:00,62.7
MVE,1960-02-01T00:00:00,95.7
MVE,1960-03-01T00:00:00,61.5
MVE,1960-04-01T00:00:00,17.8
MVE,1960-05-01T00:00:00,37.8
MVE,1960-06-01T00:00:00,67.5
MVE,1960-07-01T00:00:00,118.8
MVE,1960-08-01T00:00:00,125.7
MVE,1960-09-01T00:00:00,85.5
MVE,1960-10-01T00:00:00,82.6
MVE,1960-11-01T00:00:00,102.9
MVE,1960-12-01T00:00:00,32.1
MVE,1961-01-01T00:00:00,79.5
MVE,1961-02-01T00:00:00,195.8
MVE,1961-03-01T00:00:00,32.3
MVE,1961-04-01T00:00:00,87.4
MVE,1961-05-01T00:00:00,62.2
MVE,1961-06-01T00:00:00,78.4
MVE,1961-07-01T00:00:00,87.7
MVE,1961-08-01T00:00:00,45.8
MVE,1961-09-01T00:00:00,21.5
MVE,1961-10-01T00:00:00,85.9
MVE,1961-11-01T00:00:00,40.8
MVE,1961-12-01T00:00:00,162.2
MVE,1962-01-01T00:00:00,189.7
MVE,1962-02-01T00:00:00,119.3
MVE,1962-03-01T00:00:00,111.2
MVE,1962-04-01T00:00:00,99.6
MVE,1962-05-01T00:00:00,58.4
MVE,1962-06-01T00:00:00,43.2
MVE,1962-07-01T00:00:00,50.8
MVE,1962-08-01T00:00:00,35.3
MVE,1962-09-01T00:00:00,28.3
MVE,1962-10-01T00:00:00,16
MVE,1962-11-01T00:00:00,30.4
MVE,1962-12-01T00:00:00,273.5
MVE,1963-01-01T00:00:00,53.3
MVE,1963-02-01T00:00:00,68.2
MVE,1963-03-01T00:00:00,177.4
MVE,1963-04-01T00:00:00,30.1
MVE,1963-05-01T00:00:00,51.2
MVE,1963-06-01T00:00:00,107.1
MVE,1963-07-01T00:00:00,67.3
MVE,1963-08-01T00:00:00,125
MVE,1963-09-01T00:00:00,20.4
MVE,1963-10-01T00:00:00,57.2
MVE,1963-11-01T00:00:00,134.6
MVE,1963-12-01T00:00:00,3.6
MVE,1964-01-01T00:00:00,10.5
MVE,1964-02-01T00:00:00,9.1
MVE,1964-03-01T00:00:00,45
MVE,1964-04-01T00:00:00,69.2
MVE,1964-05-01T00:00:00,71.4
MVE,1964-06-01T00:00:00,54.6
MVE,1964-07-01T00:00:00,40.6
MVE,1964-08-01T00:00:00,65.1
MVE,1964-09-01T00:00:00,73.2
MVE,1964-10-01T00:00:00,101.2
MVE,1964-11-01T00:00:00,86.1
MVE,1964-12-01T00:00:00,45.7
MVE,1965-01-01T00:00:00,90.8
MVE,1965-02-01T00:00:00,30.3
MVE,1965-03-01T00:00:00,140.2
MVE,1965-04-01T00:00:00,73.8
MVE,1965-05-01T00:00:00,116.5
MVE,1965-06-01T00:00:00,61.9
MVE,1965-07-01T00:00:00,183.1
MVE,1965-08-01T00:00:00,114.8
MVE,1965-09-01T00:00:00,85
MVE,1965-10-01T00:00:00,0.8
MVE,1965-11-01T00:00:00,169.6
MVE,1965-12-01T00:00:00,374.9
MVE,1966-01-01T00:00:00,198.6
MVE,1966-02-01T00:00:00,162
MVE,1966-03-01T00:00:00,143.4
MVE,1966-04-01T00:00:00,78.8
MVE,1966-05-01T00:00:00,41.8
MVE,1966-06-01T00:00:00,30.2
MVE,1966-07-01T00:00:00,46.7
MVE,1966-08-01T00:00:00,86
MVE,1966-09-01T00:00:00,23
MVE,1966-10-01T00:00:00,60
MVE,1966-11-01T00:00:00,75.7
MVE,1966-12-01T00:00:00,179.3
MVE,1967-01-01T00:00:00,60.5
MVE,1967-02-01T00:00:00,104.3
MVE,1967-03-01T00:00:00,145.9
MVE,1967-04-01T00:00:00,30.6
MVE,1967-05-01T00:00:00,74.3
MVE,1967-06-01T00:00:00,54.1
MVE,1967-07-01T00:00:00,43.7
MVE,1967-08-01T00:00:00,93.8
MVE,1967-09-01T00:00:00,58.8
MVE,1967-10-01T00:00:00,34.9
MVE,1967-11-01T00:00:00,40.2
MVE,1967-12-01T00:00:00,67.9
MVE,1968-01-01T00:00:00,333
MVE,1968-02-01T00:00:00,44.3
MVE,1968-03-01T00:00:00,41.3
MVE,1968-04-01T00:00:00,43.4
MVE,1968-05-01T00:00:00,27.8
MVE,1968-06-01T00:00:00,49
MVE,1968-07-01T00:00:00,82.4
MVE,1968-08-01T00:00:00,110.5
MVE,1968-09-01T00:00:00,132
MVE,1968-10-01T00:00:00,31
MVE,1968-11-01T00:00:00,120.3
MVE,1968-12-01T00:00:00,126
MVE,1969-01-01T00:00:00,30.1
MVE,1969-02-01T00:00:00,41.9
MVE,1969-03-01T00:00:00,35.4
MVE,1969-04-01T00:00:00,110
MVE,1969-05-01T00:00:00,58.1
MVE,1969-06-01T00:00:00,97.6
MVE,1969-07-01T00:00:00,78.9
MVE,1969-08-01T00:00:00,106.9
MVE,1969-09-01T00:00:00,47.1
MVE,1969-10-01T00:00:00,5.2
MVE,1969-11-01T00:00:00,104.8
MVE,1969-12-01T00:00:00,91.3
MVE,1970-01-01T00:00:00,43.1
MVE,1970-02-01T00:00:00,341.2
MVE,1970-03-01T00:00:00,106.2
MVE,1970-04-01T00:00:00,155.3
MVE,1970-05-01T00:00:00,56
MVE,1970-06-01T00:00:00,76.1
MVE,1970-07-01T00:00:00,83.7
MVE,1970-08-01T00:00:00,105.9
MVE,1970-09-01T00:00:00,34.5
MVE,1970-10-01T00:00:00,78.8
MVE,1970-11-01T00:00:00,56.9
MVE,1970-12-01T00:00:00,27
MVE,1971-01-01T00:00:00,67.4
MVE,1971-02-01T00:00:00,33.5
MVE,1971-03-01T00:00:00,77.9
MVE,1971-04-01T00:00:00,32.8
MVE,1971-05-01T00:00:00,115.3
MVE,1971-06-01T00:00:00,100.3
MVE,1971-07-01T00:00:00,33.8
MVE,1971-08-01T00:00:00,118.1
MVE,1971-09-01T00:00:00,19.6
MVE,1971-10-01T00:00:00,20.1
MVE,1971-11-01T00:00:00,197.8
MVE,1971-12-01T00:00:00,14.4
MVE,1972-01-01T00:00:00,30.3
MVE,1972-02-01T00:00:00,48.7
MVE,1972-03-01T00:00:00,14.7
MVE,1972-04-01T00:00:00,87.6
MVE,1972-05-01T00:00:00,55.3
MVE,1972-06-01T00:00:00,82.4
MVE,1972-07-01T00:00:00,43.3
MVE,1972-08-01T00:00:00,40.9
MVE,1972-09-01T00:00:00,17.2
MVE,1972-10-01T00:00:00,53.8
MVE,1972-11-01T00:00:00,267.9
MVE,1972-12-01T00:00:00,11.2
MVE,1973-01-01T00:00:00,36.6
MVE,1973-02-01T00:00:00,91
MVE,1973-03-01T00:00:00,11.9
MVE,1973-04-01T00:00:00,91
MVE,1973-05-01T00:00:00,37.2
MVE,1973-06-01T00:00:00,141.8
MVE,1973-07-01T00:00:00,123.9
MVE,1973-08-01T00:00:00,33.6
MVE,1973-09-01T00:00:00,49.1
MVE,1973-10-01T00:00:00,74.5
MVE,1973-11-01T00:00:00,69.7
MVE,1973-12-01T00:00:00,96.8
MVE,1974-01-01T00:00:00,45.3
MVE,1974-02-01T00:00:00,155.9
MVE,1974-03-01T00:00:00,51.2
MVE,1974-04-01T00:00:00,20.6
MVE,1974-05-01T00:00:00,62.8
MVE,1974-06-01T00:00:00,166.6
MVE,1974-07-01T00:00:00,29.4
MVE,1974-08-01T00:00:00,59.2
MVE,1974-09-01T00:00:00,131.3
MVE,1974-10-01T00:00:00,187.9
MVE,1974-11-01T00:00:00,170
MVE,1974-12-01T00:00:00,140.1
MVE,1975-01-01T00:00:00,150.8
MVE,1975-02-01T00:00:00,10.1
MVE,1975-03-01T00:00:00,59.1
MVE,1975-04-01T00:00:00,58.3
MVE,1975-05-01T00:00:00,57.5
MVE,1975-06-01T00:00:00,76.1
MVE,1975-07-01T00:00:00,88.1
MVE,1975-08-01T00:00:00,65.5
MVE,1975-09-01T00:00:00,41.7
MVE,1975-10-01T00:00:00,24.5
MVE,1975-11-01T00:00:00,103
MVE,1975-12-01T00:00:00,7.5
MVE,1976-01-01T00:00:00,32.8
MVE,1976-02-01T00:00:00,48.9
MVE,1976-03-01T00:00:00,18.9
MVE,1976-04-01T00:00:00,65.4
MVE,1976-05-01T00:00:00,32.3
MVE,1976-06-01T00:00:00,30.3
MVE,1976-07-01T00:00:00,74
MVE,1976-08-01T00:00:00,93.2
MVE,1976-09-01T00:00:00,59.4
MVE,1976-10-01T00:00:00,57.8
MVE,1976-11-01T00:00:00,70.9
MVE,1976-12-01T00:00:00,195.2
MVE,1977-01-01T00:00:00,100.8
MVE,1977-02-01T00:00:00,169.8
MVE,1977-03-01T00:00:00,46.9
MVE,1977-04-01T00:00:00,136.9
MVE,1977-05-01T00:00:00,64.1
MVE,1977-06-01T00:00:00,65.1
MVE,1977-07-01T00:00:00,117.2
MVE,1977-08-01T00:00:00,48.2
MVE,1977-09-01T00:00:00,20.2
MVE,1977-10-01T00:00:00,106.2
MVE,1977-11-01T00:00:00,174.2
MVE,1977-12-01T00:00:00,76.1
MVE,1978-01-01T00:00:00,160.1
MVE,1978-02-01T00:00:00,204.6
MVE,1978-03-01T00:00:00,224.6
MVE,1978-04-01T00:00:00,18.1
MVE,1978-05-01T00:00:00,92.8
MVE,1978-06-01T00:00:00,123.1
MVE,1978-07-01T00:00:00,48.1
MVE,1978-08-01T00:00:00,101.7
MVE,1978-09-01T00:00:00,30.8
MVE,1978-10-01T00:00:00,38
MVE,1978-11-01T00:00:00,1.1
MVE,1978-12-01T00:00:00,168.7
MVE,1979-01-01T00:00:00,113.9
MVE,1979-02-01T00:00:00,116.4
MVE,1979-03-01T00:00:00,126.9
MVE,1979-04-01T00:00:00,52.3
MVE,1979-05-01T00:00:00,48.1
MVE,1979-06-01T00:00:00,90.8
MVE,1979-07-01T00:00:00,47.8
MVE,1979-08-01T00:00:00,91.3
MVE,1979-09-01T00:00:00,48.8
MVE,1979-10-01T00:00:00,93
MVE,1979-11-01T00:00:00,129.6
MVE,1979-12-01T00:00:00,279.3
MVE,1980-01-01T00:00:00,137.7
MVE,1980-02-01T00:00:00,126.9
MVE,1980-03-01T00:00:00,118.6
MVE,1980-04-01T00:00:00,37
MVE,1980-05-01T00:00:00,92.6
MVE,1980-06-01T00:00:00,95.3
MVE,1980-07-01T00:00:00,118.2
MVE,1980-08-01T00:00:00,69.3
MVE,1980-09-01T00:00:00,32.6
MVE,1980-10-01T00:00:00,144.6
MVE,1980-11-01T00:00:00,34.9
MVE,1980-12-01T00:00:00,97
MVE,1981-01-01T00:00:00,218.7
MVE,1981-02-01T00:00:00,37.2
MVE,1981-03-01T00:00:00,120.7
MVE,1981-04-01T00:00:00,21.8
MVE,1981-05-01T00:00:00,69.5
MVE,1981-06-01T00:00:00,38.5
MVE,1981-07-01T00:00:00,140.2
MVE,1981-08-01T00:00:00,22.6
MVE,1981-09-01T00:00:00,98.7
MVE,1981-10-01T00:00:00,180.3
MVE,1981-11-01T00:00:00,103.9
MVE,1981-12-01T00:00:00,318.9
MVE,1982-01-01T00:00:00,122.4
MVE,1982-02-01T00:00:00,11.1
MVE,1982-03-01T00:00:00,128.1
MVE,1982-04-01T00:00:00,21.6
MVE,1982-05-01T00:00:00,35.8
MVE,1982-06-01T00:00:00,85
MVE,1982-07-01T00:00:00,89.8
MVE,1982-08-01T00:00:00,119.1
MVE,1982-09-01T00:00:00,35.2
MVE,1982-10-01T00:00:00,148
MVE,1982-11-01T00:00:00,53.3
MVE,1982-12-01T00:00:00,176.6
MVE,1983-01-01T00:00:00,126.3
MVE,1983-02-01T00:00:00,63.4
MVE,1983-03-01T00:00:00,19.5
MVE,1983-04-01T00:00:00,96.3
MVE,1983-05-01T00:00:00,127.4
MVE,1983-06-01T00:00:00,41
MVE,1983-07-01T00:00:00,20.7
MVE,1983-08-01T00:00:00,50.9
MVE,1983-09-01T00:00:00,74.1
MVE,1983-10-01T00:00:00,41.8
MVE,1983-11-01T00:00:00,141.5
MVE,1983-12-01T00:00:00,60.8
MVE,1984-01-01T00:00:00,178.3
MVE,1984-02-01T00:00:00,209.9
MVE,1984-03-01T00:00:00,46
MVE,1984-04-01T00:00:00,12.1
MVE,1984-05-01T00:00:00,61.1
MVE,1984-06-01T00:00:00,61.4
MVE,1984-07-01T00:00:00,40.4
MVE,1984-08-01T00:00:00,77.5
MVE,1984-09-01T00:00:00,134
MVE,1984-10-01T00:00:00,40.9
MVE,1984-11-01T00:00:00,72.4
MVE,1984-12-01T00:00:00,29.8
MVE,1985-01-01T00:00:00,77.3
MVE,1985-02-01T00:00:00,104.9
MVE,1985-03-01T00:00:00,27
MVE,1985-04-01T00:00:00,94
MVE,1985-05-01T00:00:00,131.2
MVE,1985-06-01T00:00:00,163.8
MVE,1985-07-01T00:00:00,31.1
MVE,1985-08-01T00:00:00,84.4
MVE,1985-09-01T00:00:00,21.4
MVE,1985-10-01T00:00:00,3.9
